sample_id,project_type,device_name,voltage_level,device_model,asset_id,device_type,problem_reason,event_time,problem_stage,supervision_stage,rule_level,problem_level,text,is_quality_issue,specialty,root_cause_analysis,supervision_opinion,resolved_time,actual_fix,rule_name,stage_name,stage_link,clause_no,checkpoint_no,checkpoint_text,source_unit,data_source,label
real_v1_001992,新建,空调排水管,交流110kV,,,空调,现场安装,2025-06-09,竣工验收,竣工验收,一般,一般,10kV开关室外空调排水软管未按设计引接到排水管内。违反了《环保全过程技术监督实施细则》第8.8.2条相关规定,否,辅助设施,,空调安装人员，应重新安装空调排水管，按照设计，将水引接到排水管内,2025-06-27,已重新安装、调整空调排水管管路，将空调冷凝水引接到排水管内,环保全过程技术监督实施细则,竣工验收,竣工验收,8.8,8.8.2,8.8.2 防护类及截排水类水保设施应纳入主体工程质量验收范围，工程启动验收报告中应给出明确的水保设施竣工验收结论，作为水保验收组成部分。对于验收过程中发现的问题，建设管理单位应及时组织整改。,未知,pytest_processed_1_real|problem_category_rule_v1,资料与标识
real_v1_001993,新建,合成井盖,交流110kV,,,公共-井盖,设备材质,2025-06-09,竣工验收,竣工验收,一般,一般,110kV杉塘变消防水池、110kVGIS开关室隧道盖使用合成井盖，存在老化后，人员踩踏掉落的风险。违反了《环保全过程技术监督实施细则》第8.3.4条相关规定,否,材料,,建设施工人员，应将现场合成井盖更换为铸铁井盖。,2025-06-15,现场已将相关合成井盖更换为铸铁井盖,环保全过程技术监督实施细则,竣工验收,竣工验收,8.3,8.3.4,8.3.4 污水管道内杂物清除，无积水；井盖标识清晰正确，走向清晰。,未知,pytest_processed_1_real|problem_category_rule_v1,资料与标识
real_v1_001994,新建,接地操作手柄,交流110kV,,,操作杆,设备材质,2025-06-09,竣工验收,竣工验收,一般,一般,10kV开关室的开关柜接地刀闸操作手柄材质偏软，磨损较快，一手柄已出现开裂情况。违反了《开关柜全过程技术监督实施细则》第8.2.2条相关规定,是,材料,,青岛特锐德股份有限公司厂家，应尽快更换问题手柄。,2025-06-27,厂家已将新操作手柄寄送到站，新手柄材质未发现问题,开关柜全过程技术监督实施细则,竣工验收,竣工验收,8.2,8.2.2,8.2.2 手车开关，摇进摇出顺畅到位，无卡涩，二次切换位置正常。断路器远方、就地分合闸正常，无异响，机构储能正常，紧急分闸功能正常。接地刀闸分合顺畅无卡涩，接地良好，二次位置切换正常。二次插头接触可靠，闭锁把手能可靠保证插头接触不松动。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
real_v1_001995,新建,主变10kV智能控制柜II,交流110kV,,,二次屏,现场安装,2025-06-09,竣工验收,竣工验收,一般,一般,10kV开关室内主变10kV智能控制柜II，柜内二次设备接地线螺栓未紧固。违反了《继电保护全过程技术监督实施细则》第8.8.2条相关规定。,否,继电保护,,亿力公司相关施工人员应对现场相关二次设备接地线螺栓进行紧固，并排查其他柜内是否存在类似情况给予整改。,2025-06-16,10kV开关室内主变10kV智能控制柜II，相关二次设备接地线螺栓已进行紧固,继电保护全过程技术监督实施细则,竣工验收,竣工验收,8.8,8.8.2,8.8.2 按机械强度要求，控制电缆或绝缘导线的芯线最小截面：强电控制回路≥1.5mm²，屏（柜）内导线的芯线截面≥1.0mm²， =弱电控制回路≥0.5mm²，电流电缆截面≥2.5mm²，并满足有关技术要求，所有专用接地线截面应不小于 4mm²。,未知,pytest_processed_1_real|problem_category_rule_v1,验收与交接
real_v1_001996,新建,#7塔,交流110kV,,,运行杆塔,现场安装,2025-06-05,设备安装,安装调试,较大,较大,#7塔下相横担处塔材交叉处有空隙,否,电气设备性能,设备安装工艺不良,在#7塔下相横担处塔材交叉空隙处加装相应厚度的垫板,2025-06-09,空隙处已加装垫板。,输电杆塔全过程技术监督实施细则,设备安装,安装调试,6.1,6.1.4,6.1.4 杆塔各构件的组装应牢固，交叉处有空隙者，应装设相应厚度的垫圈或垫板。,未知,pytest_processed_1_real|problem_category_rule_v1,安装与施工
real_v1_001997,改扩建,消防水泵,交流220kV,,,水泵,工程设计,2025-06-24,竣工验收,竣工验收,较大,较大,消防水泵进水管道电动阀门未配置控制装置。无法实现电动控制阀门开闭。,否,辅助设施,功能设计不够全面,消防水泵进水管道电动阀门增设控制装置。,2025-06-27,消防水泵进水管道电动阀门已增设控制装置。,消防设备设施全过程技术监督实施细则,竣工验收,竣工验收,8.5,8.5.3,8.5.3 消防水泵运转应平稳，应无不良噪声的振动；作泵、备用泵、吸水管、出水管及出水管上的泄压阀、水锤消除设施、止回阀、信号阀等的规格、型号、数量，应符合设计要求；吸水管、出水管上的控制阀应锁定在常开位置，并应有明显标记；分别开启系统中的每一个末端试水装置、试水阀和试验消火栓，水流指示器、压力开关、压力开关（管网）、高位消防水箱流量开关等信号的功能，均应符合设计要求。,未知,pytest_processed_1_real|problem_category_rule_v1,设计与选型
real_v1_001998,新建,#4塔,交流110kV,,,运行杆塔,现场安装,2025-06-05,设备安装,安装调试,一般,一般,#4塔左侧地线横担处螺栓紧固不到位，螺栓与构件未贴合,否,电气设备性能,,按要求紧固#4塔左侧地线横担处螺栓,2025-06-13,螺栓已重新紧固到位。,输电杆塔全过程技术监督实施细则,设备安装,安装调试,6.3,6.3.1,6.3.1 螺栓应与构件平面垂直，螺栓头与构件间的接触处不应有空隙。,未知,pytest_processed_1_real|problem_category_rule_v1,安装与施工
real_v1_001999,改扩建,站用变,交流220kV,,,所用变,现场安装,2025-06-25,竣工验收,竣工验收,较大,较大,站用变本体CT穿心母排切割部位存在毛刺尖端,否,电气设备性能,现场施工人员安装工艺不足,对站用变本体CT穿心母排切割部位毛刺尖端进行处理。,2025-06-27,已对站用变本体CT穿心母排进行打磨,站用变压器全过程技术监督实施细则,竣工验收,竣工验收,8.1,8.1.1,8.1.1 前期各阶段发现的问题已整改，并验收合格。,未知,pytest_processed_1_real|problem_category_rule_v1,验收与交接
real_v1_002000,改扩建,各间隔开关汇控柜,交流220kV,,,组合电器,现场安装,2025-06-11,竣工验收,竣工验收,一般,一般,220kV林埭变验收过程中发现110kV组合电器开关汇控柜设计不合理，如需更换装置插件需要把整台装置拆下来,否,继电保护,,调整110kV开关汇控柜的设计，满足更换插件无需把整台装置拆下来。,2025-06-24,已调整110kV开关柜设计,开关柜全过程技术监督实施细则,竣工验收,竣工验收,8.1,8.1.1,8.1.1 前期各阶段发现的问题已整改，并验收合格。相关反事故措施已落实。,未知,pytest_processed_1_real|problem_category_rule_v1,设计与选型
real_v1_002001,新建,电容器哈弗线夹,交流110kV,,,电力电容器,设备制造工艺,2025-06-03,竣工验收,竣工验收,一般,一般,电容器哈弗线夹材质检测不符合标准要求,否,材料,,更换线夹，并进行复检,2025-06-12,更换新线夹，新线夹复检合格（新线夹材质检测，Cu含量≥80%，符合相关标准要求）,消弧线圈全过程技术监督实施细则,竣工验收,竣工验收,8.3,8.3.2,8.3.2 电压互感器、避雷器、电容器、阻尼电阻、并联电阻器、滤波器等附件无发热、烧伤现象。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
real_v1_002002,技改,#2主变,交流220kV,,,主变压器,现场安装,2025-05-26,竣工验收,竣工验收,一般,一般,变压器铁心、夹件接地引线未设置明显的标识,否,电气设备性能,,督促施工单位对标识规范问题开展自查，对变压器铁心、夹件接地引线标识缺失问题进行处理,2025-05-30,现场已补充铁芯、夹件接地引下线标识,变压器（油浸式并联电抗器）全过程技术监督实施细则,竣工验收,竣工验收,8.5,8.5.1,8.5.1 应将变压器铁心、夹件接地引线分别引至便于测量的适当位置，并在油箱下部分标识，以便在运行时监测接地线中是否有环流。,未知,pytest_processed_1_real|problem_category_rule_v1,资料与标识
real_v1_002003,技改,#2主变,交流220kV,,,主变压器,设备调试,2025-05-26,竣工验收,竣工验收,一般,一般,主变上层油温表计与后台机显示温差超5K，违反了《变压器（油浸式并联电抗器）全过程技术监督实施细则》“8.6.3 现场多个温度计指示的温度、控制室温度显示装置或监控系统的温度应基本保持一致，误差不超过5K。”的要求,否,电气设备性能,,督促施工单位对主变油温表计与后台机温差超标开展自查，对上送温度准确性进行处理,2025-05-30,已由变压器厂家配合施工队伍对油温表计及后台进行调试，复检合格,变压器（油浸式并联电抗器）全过程技术监督实施细则,竣工验收,竣工验收,8.6,8.6.3,8.6.3 现场多个温度计指示的温度、控制室温度显示装置或监控系统的温度应基本保持一致，误差不超过5K。变压器投运前，油面温度计和绕组温度计记忆最高温度的指针应与指示实际温度的指针重叠。温度计座应注入适量变压器油，密封良好。,未知,pytest_processed_1_real|problem_category_rule_v1,验收与交接
real_v1_002004,技改,#2主变端子箱,交流220kV,,,端子箱,现场安装,2025-05-28,设备安装,安装调试,一般,一般,#2主变端子箱内保护用电流互感器的电缆号牌采用临时号牌，不满足”6.6.1 电缆标签悬挂应美观一致，并与设计图纸相符；电缆标签应包括电缆编号、规格型号、长度及起止位置。“的要求,否,继电保护,,督施工单位将临时电缆号牌改为正式号牌,2025-05-30,现场已打印并替换正式号牌,继电保护全过程技术监督实施细则,设备安装,安装调试,6.6,6.6.1,6.6.1 电缆标签悬挂应美观一致，并与设计图纸相符；电缆标签应包括电缆编号、规格型号、长度及起止位置。,未知,pytest_processed_1_real|problem_category_rule_v1,资料与标识
real_v1_002005,技改,#2主变,交流220kV,,,主变压器,现场安装,2025-05-26,竣工验收,竣工验收,一般,一般,施工方未移交足量同型号备用喷头，违反了《消防设备设施全过程技术监督实施细则》“8.2.2 不同型号、规格的喷头的备用量不应小于其实际安装总数的1%，且每种备用喷头数”的要求。,否,材料,,督促施工方开展物资移交，并提供足量备用喷头,2025-05-30,施工单位已对照到货清单对备品进行移交,消防设备设施全过程技术监督实施细则,竣工验收,竣工验收,8.2,8.2.2,8.2.2 不同型号、规格的喷头的备用量不应小于其实际安装总数的1%，且每种备用喷头数不应少于5只。,未知,pytest_processed_1_real|problem_category_rule_v1,运维与环境
real_v1_002006,技改,#2主变间隙CT接线盒,交流220kV,,,中性点间隙接地电流互感器,现场安装,2025-05-28,设备安装,安装调试,一般,一般,#2主变间隙电流互感器接线盒的电缆号牌采用临时号牌，不满足”6.6.1 电缆标签悬挂应美观一致，并与设计图纸相符；电缆标签应包括电缆编号、规格型号、长度及起止位置。“的要求,否,继电保护,,督施工单位将临时电缆号牌改为正式号牌,2025-05-30,现场已打印并替换正式号牌,继电保护全过程技术监督实施细则,设备安装,安装调试,6.6,6.6.1,6.6.1 电缆标签悬挂应美观一致，并与设计图纸相符；电缆标签应包括电缆编号、规格型号、长度及起止位置。,未知,pytest_processed_1_real|problem_category_rule_v1,资料与标识
real_v1_002007,技改,接地网,交流220kV,,,接地网,设备调试,2025-05-26,竣工验收,竣工验收,一般,一般,施工方提交的接地网检测报告时间存在错误，且未注明检测仪器信息，违反了《接地网全过程技术监督实施细则》“7.1.1 在交接验收时，应提交下列资料和文件：接地测试记录及报告，其内容应包括接地电阻测试、接地导通测试等”的要求,否,电气设备性能,,督促施工方开展报告规范自查，并补充检测仪器缺失信息,2025-05-30,施工队已对报告错误进行修订，并提交合格的报告,接地网全过程技术监督实施细则,竣工验收,竣工验收,7.1,7.1.1,7.1.1 在交接验收时，应提交下列资料和文件：（1）符合实际施工的图纸；（2）设计变更的证明文件；（3）接地器材、降阻材料及新型接地装置检测报告及质量合格证明；（4）安装技术记录，其内容应包括隐蔽工程记录；（5）接地测试记录及报告，其内容应包括接地电阻测试、接地导通测试等。,未知,pytest_processed_1_real|problem_category_rule_v1,资料与标识
real_v1_002008,技改,#2主变本体端子箱,交流220kV,,,端子箱,现场安装,2025-05-28,设备安装,安装调试,一般,一般,#2主变本体端子箱内保护用电流互感器的电缆号牌采用临时号牌，不满足”6.6.1 电缆标签悬挂应美观一致，并与设计图纸相符；电缆标签应包括电缆编号、规格型号、长度及起止位置。“的要求,否,继电保护,,督施工单位将临时电缆号牌改为正式号牌,2025-05-30,现场已打印并替换正式号牌,继电保护全过程技术监督实施细则,设备安装,安装调试,6.6,6.6.1,6.6.1 电缆标签悬挂应美观一致，并与设计图纸相符；电缆标签应包括电缆编号、规格型号、长度及起止位置。,未知,pytest_processed_1_real|problem_category_rule_v1,资料与标识
real_v1_002009,技改,#2主变,交流220kV,,,主变压器,现场安装,2025-05-26,竣工验收,竣工验收,一般,一般,#2主变瓦斯继电器未安装防雨罩，违反了《变压器（油浸式并联电抗器）全过程技术监督实施细则》“8.6.1户外布置变压器的气体继电器、油流速动继电器、温度计、油位表应加装防雨罩”的要求,否,电气设备性能,,督促施工单位对瓦斯继电器防雨罩缺失问题开展自查，对防雨罩进行补装,2025-05-29,现场已对缺失防雨罩进行加装,变压器（油浸式并联电抗器）全过程技术监督实施细则,竣工验收,竣工验收,8.6,8.6.1,8.6.1 户外布置变压器的气体继电器、油流速动继电器、温度计、油位表应加装防雨罩，压力释放阀等其他组部件应结合地域情况自行规定。加强与其相连的二次电缆结合部的防雨措施，二次电缆应采取防止雨水顺电缆倒灌的措施（如反水弯）。,未知,pytest_processed_1_real|problem_category_rule_v1,设计与选型
real_v1_002010,技改,#2主变,交流220kV,,,主变压器,现场安装,2025-05-26,竣工验收,竣工验收,一般,一般,主变瓦斯继电器电缆穿线蛇皮管未设置防水弯且未在最低处开排水孔，违反了《变压器（油浸式并联电抗器）全过程技术监督实施细则》“8.6.1 加强与其相连的二次电缆结合部的防雨措施，二次电缆应采取防止雨水顺电缆倒灌的措施（如反水弯）”的要求。,否,电气设备性能,,督促施工单位对电缆蛇皮管走线问题开展自查，对防水弯设置和排水孔问题进行处理,2025-05-30,现场已在蛇皮管最低点开排水孔,变压器（油浸式并联电抗器）全过程技术监督实施细则,竣工验收,竣工验收,8.6,8.6.1,8.6.1 户外布置变压器的气体继电器、油流速动继电器、温度计、油位表应加装防雨罩，压力释放阀等其他组部件应结合地域情况自行规定。加强与其相连的二次电缆结合部的防雨措施，二次电缆应采取防止雨水顺电缆倒灌的措施（如反水弯）。,未知,pytest_processed_1_real|problem_category_rule_v1,设计与选型
real_v1_002011,技改,#2主变,交流220kV,,,主变压器,现场安装,2025-05-28,竣工验收,竣工验收,一般,一般,#2主变220kV侧套管电流互感器的接线盒电缆号牌采用临时号牌，不满足”8.8.1电缆标签悬挂应美观一致，并与设计图纸相符“的要求,否,继电保护,,督施工单位将临时电缆号牌改为正式号牌,2025-05-30,现场已重新打印并替换正式号牌,继电保护全过程技术监督实施细则,竣工验收,竣工验收,8.8,8.8.1,8.8.1 电缆标签悬挂应美观一致，并与设计图纸相符；电缆标签应包括电缆编号、规格型号、长度及起止位置。电缆芯线应标明回路编号、电缆编号和所在端子位置，内部配线应标明所在端子位置和对端端子位置。电压互感器二次回路中性线、电流互感器二次回路中性线与交流供电电源中性线（零线）名称不应混淆。保护电源和控制电源回路标识应有明显的区别。,未知,pytest_processed_1_real|problem_category_rule_v1,资料与标识
real_v1_002012,技改,#2主变,交流220kV,,,主变压器,现场安装,2025-05-28,竣工验收,竣工验收,一般,一般,#2主变110kV侧套管电流互感器的接线盒电缆号牌采用临时号牌，不满足”8.8.1电缆标签悬挂应美观一致，并与设计图纸相符“的要求,否,继电保护,,督施工单位将临时电缆号牌改为正式号牌,2025-05-30,现场已打印并替换正式号牌,继电保护全过程技术监督实施细则,竣工验收,竣工验收,8.8,8.8.1,8.8.1 电缆标签悬挂应美观一致，并与设计图纸相符；电缆标签应包括电缆编号、规格型号、长度及起止位置。电缆芯线应标明回路编号、电缆编号和所在端子位置，内部配线应标明所在端子位置和对端端子位置。电压互感器二次回路中性线、电流互感器二次回路中性线与交流供电电源中性线（零线）名称不应混淆。保护电源和控制电源回路标识应有明显的区别。,未知,pytest_processed_1_real|problem_category_rule_v1,资料与标识
real_v1_002013,新建,电容器甲接地刀闸,交流110kV,,,接地装置,设备制造工艺,2025-06-04,竣工验收,竣工验收,一般,一般,电容器室#2电容器组甲接地刀闸操动机构存在电焊焊接后，接口无处理的情况。违反了《消弧线圈全过程技术监督实施细则》第8.3.2条相关要求,否,电气设备性能,,要求桂林电力电容有限公司应查看电焊接口产生原因，是否符合规定，不符合设备性能的，给予更换。,2025-06-27,已对电焊接口进行加固、涂抹防锈漆。,消弧线圈全过程技术监督实施细则,竣工验收,竣工验收,8.3,8.3.2,8.3.2 电压互感器、避雷器、电容器、阻尼电阻、并联电阻器、滤波器等附件无发热、烧伤现象。,未知,pytest_processed_1_real|problem_category_rule_v1,采购与制造
real_v1_002014,新建,开关柜温湿度控制器,交流110kV,,,开关柜,设备调试,2025-06-04,竣工验收,竣工验收,一般,一般,10kV开关室的208开关柜温湿度控制器显示故障，无法正常工作。违反了《开关柜全过程技术监督实施细则》第8.3.1相关要求,否,辅助设施,,青岛特锐德电气股份有限公司厂家相关人员应查看接线与设备状况，查找故障原因，尽快消除温湿度控制器故障信号,2025-06-16,已更换传感器，现场温湿度控制器工作已正常,开关柜全过程技术监督实施细则,竣工验收,竣工验收,8.3,8.3.1,8.3.1 开关柜内各隔室均安装驱潮加热器，加热、驱潮装置与临近元件、电缆及电线的距离应大于50mm。,未知,pytest_processed_1_real|problem_category_rule_v1,验收与交接
real_v1_002015,新建,10kV手车断路器,交流110kV,,,开关柜,设备调试,2025-06-04,竣工验收,竣工验收,一般,一般,10kV开关室205开关柜手车开关电气闭锁，无法摇入。违反了《开关柜全过程技术监督实施细则》第8.2.2相关要求。,否,电气设备性能,,青岛特锐德电气股份有限公司的厂家人员，应查看闭锁原因并整改。并举一反三查看其余开关柜是否存在类似问题，一同整改。,2025-06-14,厂家已查明传感器行程不足，已调整完毕。现场手车开关已可正常操作,开关柜全过程技术监督实施细则,竣工验收,竣工验收,8.2,8.2.2,8.2.2 手车开关，摇进摇出顺畅到位，无卡涩，二次切换位置正常。断路器远方、就地分合闸正常，无异响，机构储能正常，紧急分闸功能正常。接地刀闸分合顺畅无卡涩，接地良好，二次位置切换正常。二次插头接触可靠，闭锁把手能可靠保证插头接触不松动。,未知,pytest_processed_1_real|problem_category_rule_v1,验收与交接
real_v1_002016,新建,110kV黄犀Ⅱ路136线路出线绝缘子,交流110kV,,,绝缘子,现场安装,2025-06-04,设备安装,安装调试,一般,一般,110kV黄犀Ⅱ路136线路出线绝缘子表面脏污未进行清洁,否,电气设备性能,,对110kV黄犀Ⅱ路136线路出线绝缘子表面脏污部位进行清洁，确保整洁干净,2025-06-05,对110kV黄犀Ⅱ路136线路出线绝缘子表面脏污部位进行清洗，检查脏污已清除，绝缘子表面干净整洁,绝缘子全过程技术监督实施细则,设备安装,安装调试,6.4,6.4.1,6.4.1 应对每支绝缘子进行外观检查，表面应清洁干净。,未知,pytest_processed_1_real|problem_category_rule_v1,安装与施工
real_v1_002017,新建,黄犀Ⅱ路136间隔智能控制柜,交流110kV,,,端子箱,现场安装,2025-05-15,设备安装,安装调试,一般,一般,黄犀Ⅱ路136间隔智能控制柜，接地排未刷黄绿漆，接地点未标接地符号,否,电气设备性能,,对该接地排刷黄绿漆，接地点进行接地符号标识,2025-06-04,已对黄犀Ⅱ路136间隔智能控制柜接地排刷黄绿漆，接地点进行接地符号标识，检查刷漆合格，标识清晰,组合电器全过程技术监督实施细则,设备安装,安装调试,6.4,6.4.2,6.4.2 接地引下线应使用不少于两个M12或一个M16的螺栓进行紧固，接地点应标以接地符号。,未知,pytest_processed_1_real|problem_category_rule_v1,安装与施工
real_v1_002018,改扩建,110kVGIS组合电器E11间隔,交流220kV,,,汇控柜,现场安装,2025-06-01,竣工验收,竣工验收,一般,一般,110kVGIS组合电器E11间隔汇控柜内空开未贴标识,否,电气设备性能,,应补装汇控柜内空开标识,2025-06-03,110kVGIS组合电器E11间隔汇控柜内空开已贴标识,组合电器全过程技术监督实施细则,竣工验收,竣工验收,8.1,8.1.1,8.1.1 交接试验项目应齐全、合格，并与出厂试验数值无明显差异，试验报告等文件资料应齐全。前期各阶段发现的问题已整改，并验收合格。相关反事故措施已落实。,未知,pytest_processed_1_real|problem_category_rule_v1,资料与标识
real_v1_002019,改扩建,110kVGIS组合电器E11间隔,交流220kV,,,组合电器,设备选型,2025-06-01,竣工验收,竣工验收,一般,一般,110kVGIS组合电器E11间隔刀闸分合闸指示保护罩与标尺未装设，刀闸与地刀挂锁点未装设,否,电气设备性能,,应加装符合要求的保护罩与标尺、刀闸与地刀挂锁点,2025-06-03,110kVGIS组合电器E11间隔已加装符合要求的保护罩与标尺、刀闸与地刀挂锁点,组合电器全过程技术监督实施细则,竣工验收,竣工验收,8.1,8.1.1,8.1.1 交接试验项目应齐全、合格，并与出厂试验数值无明显差异，试验报告等文件资料应齐全。前期各阶段发现的问题已整改，并验收合格。相关反事故措施已落实。,未知,pytest_processed_1_real|problem_category_rule_v1,资料与标识
real_v1_002020,改扩建,,交流220kV,,,组合电器,设备选型,2025-06-01,设备采购,设备采购,一般,一般,110kVGIS组合电器E03间隔伸缩节未安装标尺,否,电气设备性能,,伸缩节应加装标尺,2025-06-03,110kVGIS组合电器E03间隔伸缩节已安装标尺,组合电器全过程技术监督实施细则,设备采购,设备采购,3.5,3.5.2,3.5.2 用于轴向补偿的伸缩节应配备伸缩量计量尺。,未知,pytest_processed_1_real|problem_category_rule_v1,设计与选型
real_v1_002021,改扩建,,交流220kV,,,SF6密度继电器,设备选型,2025-06-01,设备采购,设备采购,一般,一般,110kVGIS组合电器E03间隔密度继电器补气接口与法兰未保持足够距离，距离太近，难以安装补气接头,否,电气设备性能,,应调整密度继电器与法兰的距离，使其满足要求,2025-06-03,110kVGIS组合电器E03间隔已调整密度继电器与法兰的距离，使其满足要求,组合电器全过程技术监督实施细则,设备采购,设备采购,3.1,3.1.4,3.1.4 密度继电器充/取气口位置应考虑检修维护便捷，且接口型号规格应统一。,未知,pytest_processed_1_real|problem_category_rule_v1,设计与选型
real_v1_002022,改扩建,110kVGIS组合电器E03间隔,交流220kV,,,汇控柜,现场安装,2025-06-01,设备安装,安装调试,一般,一般,110kVGIS组合电器E03间隔汇控柜柜门未装等电位接地线,否,电气设备性能,,应补装汇控柜柜门等电位接地线,2025-06-03,110kVGIS组合电器E03间隔汇控柜柜门已按要求加装等电位接地线,组合电器全过程技术监督实施细则,设备安装,安装调试,6.4,6.4.1,6.4.1 设备配电装置的外壳应接地。凡不属于主回路或辅助回路的且需要接地的所有金属部分都应接地。,未知,pytest_processed_1_real|problem_category_rule_v1,安装与施工
real_v1_002023,技改,110kVⅠ段母线PT间隔,交流110kV,,,组合电器,现场安装,2025-05-28,设备安装,安装调试,一般,一般,110kVⅠ段母线PT间隔接地防腐前未清除焊渣,否,电气设备性能,,立即清除焊渣，清除后再进行防腐,2025-05-30,已清除焊接处焊渣，清除干净后进行防腐刷漆,接地网全过程技术监督实施细则,设备安装,安装调试,5.6,5.6.2,5.6.2 在做防腐处理前，表面应除锈并去掉焊接处残留的焊药。,未知,pytest_processed_1_real|problem_category_rule_v1,安装与施工
real_v1_002024,技改,110kV杭碧线123间隔,交流110kV,,,组合电器,现场安装,2025-05-28,设备安装,安装调试,一般,一般,110kV杭碧线123间隔接地防腐前未清除焊渣,否,电气设备性能,,立即清除焊渣，清除后再进行防腐,2025-05-30,已清除焊接处焊渣，清除干净后进行防腐刷漆,接地网全过程技术监督实施细则,设备安装,安装调试,5.6,5.6.2,5.6.2 在做防腐处理前，表面应除锈并去掉焊接处残留的焊药。,未知,pytest_processed_1_real|problem_category_rule_v1,安装与施工
real_v1_002025,技改,110kV金碧线121间隔,交流110kV,,,组合电器,现场安装,2025-05-28,设备安装,安装调试,一般,一般,110kV金碧线121间隔接地防腐前未清除焊渣,否,电气设备性能,,立即清除焊渣，清除后再进行防腐,2025-05-30,已清除焊接处焊渣，清除干净后进行防腐刷漆,接地网全过程技术监督实施细则,设备安装,安装调试,5.6,5.6.2,5.6.2 在做防腐处理前，表面应除锈并去掉焊接处残留的焊药。,未知,pytest_processed_1_real|problem_category_rule_v1,安装与施工
real_v1_002026,技改,#1主变110kV侧12A间隔,交流110kV,,,组合电器,现场安装,2025-05-28,设备安装,安装调试,一般,一般,#1主变110kV侧12A间隔接地防腐前未清除焊渣,否,电气设备性能,,立即清除焊渣，清除后再进行防腐,2025-05-30,已清除焊接处焊渣，清除干净后进行防腐刷漆,接地网全过程技术监督实施细则,设备安装,安装调试,5.6,5.6.2,5.6.2 在做防腐处理前，表面应除锈并去掉焊接处残留的焊药。,未知,pytest_processed_1_real|problem_category_rule_v1,安装与施工
real_v1_002027,技改,110kV母分120间隔,交流110kV,,,组合电器,现场安装,2025-05-28,设备安装,安装调试,一般,一般,110kV母分120间隔接地防腐前未清除焊渣,否,电气设备性能,,立即清除焊渣，清除后再进行防腐,2025-05-30,已清除焊接处焊渣，清除干净后进行防腐刷漆,接地网全过程技术监督实施细则,设备安装,安装调试,5.6,5.6.2,5.6.2 在做防腐处理前，表面应除锈并去掉焊接处残留的焊药。,未知,pytest_processed_1_real|problem_category_rule_v1,安装与施工
real_v1_002028,技改,110kVⅠ段母线PT间隔,交流110kV,,,组合电器,现场安装,2025-05-28,设备安装,安装调试,一般,一般,110kVⅠ段母线PT间隔组合电器接地网搭接面未做防腐处理,否,电气设备性能,,立即对110kVⅠ段母线PT间隔组合电器接地网搭接面在焊痕外最小100mm范围内做防腐处理,2025-05-30,已对110kVⅠ段母线PT间隔组合电器接地网搭接面做防腐处理,接地网全过程技术监督实施细则,设备安装,安装调试,5.6,5.6.1,5.6.1 热镀钵钢材焊接时，在焊痕外最小100mm范围内应采取可靠的防腐处理。,未知,pytest_processed_1_real|problem_category_rule_v1,安装与施工
real_v1_002029,技改,#1主变110kV侧12A间隔,交流110kV,,,组合电器,现场安装,2025-05-28,设备安装,安装调试,一般,一般,#1主变110kV侧12A间隔组合电器接地网搭接面未做防腐处理,否,电气设备性能,,立即对#1主变110kV侧12A间隔组合电器接地网搭接面在焊痕外最小100mm范围内做防腐处理,2025-05-30,已对#1主变110kV侧12A间隔组合电器接地网搭接面做防腐处理,接地网全过程技术监督实施细则,设备安装,安装调试,5.6,5.6.1,5.6.1 热镀钵钢材焊接时，在焊痕外最小100mm范围内应采取可靠的防腐处理。,未知,pytest_processed_1_real|problem_category_rule_v1,安装与施工
real_v1_002030,技改,110kV母分120间隔,交流110kV,,,组合电器,现场安装,2025-05-28,设备安装,安装调试,一般,一般,110kV母分120间隔组合电器接地网搭接面未做防腐处理,否,电气设备性能,,立即对110kV母分120间隔组合电器接地网搭接面未做防腐处理,2025-05-30,已对110kV母分120间隔组合电器接地网搭接面做防腐处理,接地网全过程技术监督实施细则,设备安装,安装调试,5.6,5.6.1,5.6.1 热镀钵钢材焊接时，在焊痕外最小100mm范围内应采取可靠的防腐处理。,未知,pytest_processed_1_real|problem_category_rule_v1,安装与施工
real_v1_002031,技改,110kV母分120间隔,交流110kV,,,组合电器,现场安装,2025-05-28,设备安装,安装调试,一般,一般,110kV母分120间隔组合电器接地接头处未完全熔合,否,电气设备性能,,重新焊接，保证接头处完全融合,2025-05-30,已清除焊接处焊渣，清除干净后进行防腐刷漆,接地网全过程技术监督实施细则,设备安装,安装调试,5.5,5.5.3,5.5.3 被连接的导体接头表面应完全熔合。,未知,pytest_processed_1_real|problem_category_rule_v1,安装与施工
real_v1_002032,技改,110kV杭碧线123间隔,交流110kV,,,组合电器,设备调试,2025-05-28,设备调试,安装调试,一般,一般,110kV杭碧线123间隔组合电器靠线路侧CT气室未检验气体密度继电器返回值,否,电气设备性能,,立即110kV杭碧线123间隔组合电器靠线路侧CT气室未检验气体密度继电器返回值,2025-05-30,已对110kV金碧线121间隔组合电器靠线路侧CT气室检验气体密度继电器返回值，校验结果合格,组合电器全过程技术监督实施细则,设备调试,安装调试,7.6,7.6.1,7.6.1 气体密度继电器应校验其接点动作值与返回值，并符合其产品技术条件规定。,未知,pytest_processed_1_real|problem_category_rule_v1,调试与试验
