sample_id,text,label,device_type,specialty,supervision_stage,event_time,source_unit,data_source
synthetic_v2_标准执行不到位_0128,现场抽查发现，现场人员表示后续计划补测，但检修验收环节已安排检查，但现场仍以经验替代标准条款。,标准执行不到位,电缆线路,输电,检修验收,2025-04-15,运维二班,synthetic_v2
synthetic_v2_记录台账不规范_0029,二次设备专业继电保护装置在定期检验环节中，继电保护装置原始记录仅保留结论，未附对应检查明细。,记录台账不规范,继电保护装置,二次设备,定期检验,2024-03-30,试验班,synthetic_v2
synthetic_v2_记录台账不规范_0222,断路器功能校验相关资料表面齐全，实际情况是：断路器功能校验已实施，但试验报告关键信息缺失。,记录台账不规范,断路器,一次设备,缺陷处理,2024-04-07,运维二班,synthetic_v2
synthetic_v2_试验检测缺失_0108,现场抽查发现，继电保护装置联调联试仅覆盖部分图纸一致性，其余项目未见补测。,试验检测缺失,继电保护装置,二次设备,,2025-05-07,变电运维站,synthetic_v2
synthetic_v2_验收把关不严_0126,开关柜局放检测相关资料表面齐全，实际情况是：开关柜工程验收仅抽查部分图纸一致性便办理验收。,验收把关不严,开关柜,配电,到货验收,2024-12-08,变电运维站,synthetic_v2
synthetic_v2_试验检测缺失_0245,二次设备专业继电保护装置在工程验收环节中，工程验收后继电保护装置仍未补做联调联试。,试验检测缺失,继电保护装置,二次设备,,2025-05-18,试验班,synthetic_v2
synthetic_v2_试验检测缺失_0135,运检一班反馈，电缆线路预防性试验仅覆盖部分全量回路，其余项目未见补测；同时报告中已写明整改计划但未说明完成时间。,试验检测缺失,电缆线路,输电,,2024-02-09,运检一班,synthetic_v2
synthetic_v2_标准执行不到位_0177,电能表耐压试验相关资料表面齐全，实际情况是：电能表见证点要求落实不到位，班组未完成新标准切换。,标准执行不到位,电能表,,,2025-11-26,设备检修部,synthetic_v2
synthetic_v2_记录台账不规范_0212,监督检查显示，配电自动化终端试验报告与现场时间不一致，且未签字确认。,记录台账不规范,配电自动化终端,配电,功能验收,2025-04-02,配电工程部,synthetic_v2
synthetic_v2_试验检测缺失_0192,试验班反馈，避雷器联调联试虽已立项，但关键项目实际未实施；同时相关台账已补录但未形成有效闭环。,试验检测缺失,避雷器,一次设备,异常处置,2024-06-21,试验班,synthetic_v2
synthetic_v2_验收把关不严_0108,班组自查反映，相关台账已补录但未形成有效闭环，但防误闭锁装置相关资料虽已提交，但验收把关流于形式。,验收把关不严,防误闭锁装置,二次设备,运行维护,2024-03-04,设备管理部,synthetic_v2
synthetic_v2_验收把关不严_0258,设备检修部反馈，主变压器联动验收未覆盖关键见证点仍予放行；同时现场人员表示后续计划补测。,验收把关不严,主变压器,一次设备,状态监测,2024-09-18,设备检修部,synthetic_v2
synthetic_v2_试验检测缺失_0003,班组自查反映，继电保护装置交接试验记录已形成，但实测项目存在漏检漏试。,试验检测缺失,继电保护装置,二次设备,定期检验,2024-12-10,继保班,synthetic_v2
synthetic_v2_验收把关不严_0141,班组自查反映，相关台账已补录但未形成有效闭环，但防误闭锁装置联动验收仅抽查部分见证资料便办理验收。,验收把关不严,防误闭锁装置,二次设备,运行维护,2024-08-07,设备检修部,synthetic_v2
synthetic_v2_标准执行不到位_0076,现场抽查发现，班组口头说明此前一直按旧版要求执行，但直流系统核容试验虽已完成，但双签要求仍沿用旧版要求。,标准执行不到位,直流系统,二次设备,日常巡检,2025-03-29,试验班,synthetic_v2
synthetic_v2_记录台账不规范_0278,现场抽查发现，相关台账已补录但未形成有效闭环，但配电自动化终端异常处置单与现场时间不一致，且未签字确认。,记录台账不规范,配电自动化终端,配电,到货验收,2025-02-13,输电运检室,synthetic_v2
synthetic_v2_记录台账不规范_0185,配电自动化终端联调联试相关资料表面齐全，实际情况是：功能验收形成的巡检台账存在漏填漏签问题。,记录台账不规范,配电自动化终端,配电,功能验收,2025-09-15,运检一班,synthetic_v2
synthetic_v2_记录台账不规范_0126,土建专业接地网在现场检查环节中，现场检查形成的异常处置单存在漏填漏签问题。,记录台账不规范,,土建,现场检查,2024-06-20,设备检修部,synthetic_v2
synthetic_v2_试验检测缺失_0045,配电工程部反馈，防误闭锁装置核容试验执行到一半即结束，关键工况未覆盖；同时验收资料已提交但未说明复核依据。,试验检测缺失,防误闭锁装置,二次设备,改造验收,2025-01-05,配电工程部,synthetic_v2
synthetic_v2_试验检测缺失_0047,班组自查反映，避雷器耐压试验仅覆盖部分关键风险点，其余项目未见补测。,试验检测缺失,避雷器,一次设备,试验检测,2024-12-14,试验班,synthetic_v2
synthetic_v2_验收把关不严_0072,专项监督中发现，班组口头说明此前一直按旧版要求执行，但直流系统联动验收仅抽查部分图纸一致性便办理验收。,验收把关不严,直流系统,二次设备,日常巡检,2024-12-11,输电运检室,synthetic_v2
synthetic_v2_记录台账不规范_0248,监督检查显示，现场人员表示后续计划补测，但断路器异常处置单与现场时间不一致，且未签字确认。,记录台账不规范,断路器,一次设备,试验检测,2025-09-23,设备检修部,synthetic_v2
synthetic_v2_验收把关不严_0226,接地网耐压试验相关资料表面齐全，实际情况是：接地网相关资料虽已提交，但验收把关流于形式。,验收把关不严,接地网,土建,整改复验,2025-08-22,基建项目部,synthetic_v2
synthetic_v2_试验检测缺失_0219,复核时发现，GIS设备联调联试仅覆盖部分关键试验结果，其余项目未见补测。,试验检测缺失,GIS设备,一次设备,,2024-11-07,变电运维站,synthetic_v2
synthetic_v2_试验检测缺失_0274,配电专业配电自动化终端在运行维护环节中，配电自动化终端耐压试验虽已立项，但关键项目实际未实施。,试验检测缺失,配电自动化终端,配电,运行维护,2025-10-14,基建项目部,synthetic_v2
synthetic_v2_记录台账不规范_0090,电能表局放检测相关资料表面齐全，实际情况是：电能表操作记录与现场时间不一致，且未签字确认。,记录台账不规范,电能表,营销,,2024-07-05,检修中心,synthetic_v2
synthetic_v2_验收把关不严_0296,复核时发现，验收资料已提交但未说明复核依据，但GIS设备投运验收未覆盖关键见证点仍予放行。,验收把关不严,GIS设备,一次设备,设备检修,2024-12-06,配电工程部,synthetic_v2
synthetic_v2_标准执行不到位_0089,架空线路核容试验相关资料表面齐全，实际情况是：架空线路抽检比例落实不到位，班组未完成新标准切换。,标准执行不到位,架空线路,输电,缺陷管理,2025-08-08,运维二班,synthetic_v2
synthetic_v2_验收把关不严_0251,基建项目部反馈，二次回路联动验收未覆盖关键见证点仍予放行；同时报告中已写明整改计划但未说明完成时间。,验收把关不严,二次回路,二次设备,现场作业,2024-05-22,基建项目部,synthetic_v2
synthetic_v2_标准执行不到位_0147,变电运维站反馈，接地网填报模板落实不到位，班组未完成新标准切换；同时验收资料已提交但未说明复核依据。,标准执行不到位,接地网,土建,现场检查,2024-03-13,变电运维站,synthetic_v2
synthetic_v2_记录台账不规范_0159,一次设备专业避雷器在异常处置环节中，避雷器验收问题清单缺少时间戳，无法支撑后续追溯。,记录台账不规范,避雷器,一次设备,异常处置,2025-07-29,检修中心,synthetic_v2
synthetic_v2_验收把关不严_0058,现场抽查发现，现场人员表示后续计划补测，但开关柜投运验收仅抽查部分关键试验结果便办理验收。,验收把关不严,开关柜,,投运验收,2024-07-01,设备管理部,synthetic_v2
synthetic_v2_验收把关不严_0261,监督检查显示，电能表功能验收未覆盖关键见证点仍予放行。,验收把关不严,电能表,营销,,2024-05-24,试验班,synthetic_v2
synthetic_v2_标准执行不到位_0232,监督检查显示，防误闭锁装置相关工作已开展，但执行周期未按现行标准执行。,标准执行不到位,防误闭锁装置,二次设备,联调联试,2024-06-06,运维二班,synthetic_v2
synthetic_v2_记录台账不规范_0198,二次回路局放检测相关资料表面齐全，实际情况是：二次回路验收问题清单缺少检查明细，无法支撑后续追溯。,记录台账不规范,二次回路,二次设备,技改验收,2024-03-24,运维二班,synthetic_v2
synthetic_v2_标准执行不到位_0186,试验班反馈，开关柜填报模板落实不到位，班组未完成新标准切换；同时现场人员表示后续计划补测。,标准执行不到位,开关柜,配电,到货验收,2024-04-27,试验班,synthetic_v2
synthetic_v2_标准执行不到位_0252,配电工程部反馈，二次回路并非未做工作，而是执行口径与现行标准不一致；同时报告中已写明整改计划但未说明完成时间。,标准执行不到位,二次回路,二次设备,技改验收,2024-05-03,配电工程部,synthetic_v2
synthetic_v2_试验检测缺失_0122,继电保护装置功能校验相关资料表面齐全，实际情况是：继电保护装置功能校验仅覆盖部分关键风险点，其余项目未见补测。,试验检测缺失,继电保护装置,二次设备,,2024-08-07,设备检修部,synthetic_v2
synthetic_v2_试验检测缺失_0099,防误闭锁装置耐压试验相关资料表面齐全，实际情况是：防误闭锁装置耐压试验记录已形成，但实测项目存在漏检漏试。,试验检测缺失,防误闭锁装置,二次设备,运行维护,2024-02-28,运检一班,synthetic_v2
synthetic_v2_试验检测缺失_0117,开关柜预防性试验相关资料表面齐全，实际情况是：开关柜预防性试验虽已立项，但关键项目实际未实施。,试验检测缺失,开关柜,配电,交接验收,2024-12-13,配电工程部,synthetic_v2
synthetic_v2_记录台账不规范_0110,变电运维站反馈，电能表异常处置单仅保留结论，未附对应检查明细；同时现场人员表示后续计划补测。,记录台账不规范,电能表,营销,计划管理,2025-04-05,变电运维站,synthetic_v2
synthetic_v2_验收把关不严_0038,专项监督中发现，日常巡检结束后未组织专项复验即完成验收签认。,验收把关不严,架空线路,输电,日常巡检,2024-09-26,配电工程部,synthetic_v2
synthetic_v2_记录台账不规范_0093,输电专业电缆线路在隐患排查环节中，隐患排查形成的巡检台账存在漏填漏签问题。,记录台账不规范,电缆线路,,,2025-04-24,运维二班,synthetic_v2
synthetic_v2_验收把关不严_0025,专项监督中发现，现场人员表示后续计划补测，但开关柜相关资料虽已提交，但验收把关流于形式。,验收把关不严,开关柜,配电,投运验收,2024-03-09,基建项目部,synthetic_v2
synthetic_v2_试验检测缺失_0093,主变压器联调联试相关资料表面齐全，实际情况是：主变压器联调联试仅覆盖部分关键风险点，其余项目未见补测。,试验检测缺失,主变压器,一次设备,试验检测,2024-08-04,试验班,synthetic_v2
synthetic_v2_标准执行不到位_0199,复核时发现，二次回路相关工作已开展，但判定口径未按现行标准执行。,标准执行不到位,二次回路,二次设备,,2025-07-01,运维二班,synthetic_v2
synthetic_v2_标准执行不到位_0072,班组自查反映，到货验收环节已安排检查，但现场仍以经验替代标准条款。,标准执行不到位,开关柜,配电,到货验收,2024-12-21,运检一班,synthetic_v2
synthetic_v2_验收把关不严_0218,监督检查显示，主变压器隐蔽验收时未核对关键试验结果即出具通过意见。,验收把关不严,,一次设备,大修验收,2025-04-27,输电运检室,synthetic_v2
synthetic_v2_标准执行不到位_0033,一次设备专业主变压器在大修验收环节中，大修验收环节已安排检查，但现场仍以经验替代标准条款。,标准执行不到位,主变压器,一次设备,大修验收,2024-12-25,运维二班,synthetic_v2
synthetic_v2_试验检测缺失_0073,继电保护装置核容试验相关资料表面齐全，实际情况是：继电保护装置核容试验虽已立项，但关键项目实际未实施。,试验检测缺失,继电保护装置,二次设备,,2025-11-06,营销运维班,synthetic_v2
synthetic_v2_记录台账不规范_0127,复核时发现，配电自动化终端试验报告与现场时间不一致，且未签字确认。,记录台账不规范,配电自动化终端,配电,到货验收,2024-09-08,输电运检室,synthetic_v2
synthetic_v2_记录台账不规范_0068,直流系统核容试验相关资料表面齐全，实际情况是：直流系统操作记录缺少检查明细，无法支撑后续追溯。,记录台账不规范,,二次设备,运维监督,2024-05-13,运维二班,synthetic_v2
synthetic_v2_标准执行不到位_0296,配电专业开关柜在投运验收环节中，开关柜局放检测虽已完成，但判定口径仍沿用旧版要求。,标准执行不到位,开关柜,配电,投运验收,2025-04-17,营销运维班,synthetic_v2
synthetic_v2_验收把关不严_0273,主变压器交接试验相关资料表面齐全，实际情况是：主变压器投运验收仅抽查部分全量回路便办理验收。,验收把关不严,主变压器,一次设备,试验检测,2025-11-25,检修中心,synthetic_v2
synthetic_v2_试验检测缺失_0198,电能表核容试验相关资料表面齐全，实际情况是：电能表核容试验仅覆盖部分图纸一致性，其余项目未见补测。,试验检测缺失,电能表,营销,抽检监督,2025-04-14,运维二班,synthetic_v2
synthetic_v2_记录台账不规范_0293,继保班反馈，继电保护装置试验报告仅保留结论，未附对应检查明细；同时班组口头说明此前一直按旧版要求执行。,记录台账不规范,继电保护装置,二次设备,运行操作,2025-08-07,继保班,synthetic_v2
synthetic_v2_标准执行不到位_0218,现场抽查发现，断路器联调联试虽已完成，但判定口径仍沿用旧版要求。,标准执行不到位,断路器,一次设备,试验检测,2024-11-03,变电运维站,synthetic_v2
synthetic_v2_验收把关不严_0120,复核时发现，现场人员表示后续计划补测，但轮换验收结束后未组织专项复验即完成验收签认。,验收把关不严,,营销,轮换验收,2024-06-28,配电工程部,synthetic_v2
synthetic_v2_试验检测缺失_0129,继电保护装置预防性试验相关资料表面齐全，实际情况是：继电保护装置预防性试验记录已形成，但实测项目存在漏检漏试。,试验检测缺失,继电保护装置,二次设备,运行操作,2025-05-09,试验班,synthetic_v2
synthetic_v2_标准执行不到位_0150,运检一班反馈，直流系统判定口径落实不到位，班组未完成新标准切换；同时现场人员表示后续计划补测。,标准执行不到位,直流系统,二次设备,日常巡检,2024-03-05,运检一班,synthetic_v2
synthetic_v2_试验检测缺失_0089,复核时发现，相关台账已补录但未形成有效闭环，但运行维护后配电自动化终端仍未补做核容试验。,试验检测缺失,配电自动化终端,配电,运行维护,2025-11-22,基建项目部,synthetic_v2
synthetic_v2_记录台账不规范_0119,营销运维班反馈，电缆线路巡检台账缺少签字页，无法支撑后续追溯；同时相关台账已补录但未形成有效闭环。,记录台账不规范,,输电,,2025-01-22,营销运维班,synthetic_v2
synthetic_v2_试验检测缺失_0190,现场抽查发现，断路器耐压试验记录已形成，但实测项目存在漏检漏试。,试验检测缺失,断路器,一次设备,缺陷处理,2025-05-16,检修中心,synthetic_v2
synthetic_v2_标准执行不到位_0225,电能表功能校验相关资料表面齐全，实际情况是：电能表并非未做工作，而是执行口径与现行标准不一致。,标准执行不到位,,营销,轮换验收,2024-03-03,继保班,synthetic_v2
synthetic_v2_验收把关不严_0127,GIS设备局放检测相关资料表面齐全，实际情况是：GIS设备联动验收仅抽查部分关键风险点便办理验收。,验收把关不严,GIS设备,一次设备,交接验收,2025-10-21,变电运维站,synthetic_v2
synthetic_v2_试验检测缺失_0031,监督检查显示，试验检测后避雷器仍未补做核容试验。,试验检测缺失,避雷器,一次设备,试验检测,2025-01-23,变电运维站,synthetic_v2
synthetic_v2_标准执行不到位_0201,专项监督中发现，现场人员表示后续计划补测，但二次回路核容试验虽已完成，但见证点要求仍沿用旧版要求。,标准执行不到位,二次回路,二次设备,技改验收,2025-07-14,基建项目部,synthetic_v2
synthetic_v2_试验检测缺失_0118,继电保护装置耐压试验相关资料表面齐全，实际情况是：工程验收后继电保护装置仍未补做耐压试验。,试验检测缺失,继电保护装置,二次设备,工程验收,2024-03-22,运维二班,synthetic_v2
synthetic_v2_记录台账不规范_0223,运检一班反馈，配电自动化终端耐压试验已实施，但验收问题清单关键信息缺失；同时验收资料已提交但未说明复核依据。,记录台账不规范,配电自动化终端,,到货验收,2025-05-20,运检一班,synthetic_v2
synthetic_v2_验收把关不严_0300,专项监督中发现，二次回路功能验收仅抽查部分关键风险点便办理验收。,验收把关不严,二次回路,二次设备,技改验收,2024-03-12,继保班,synthetic_v2
synthetic_v2_验收把关不严_0062,班组自查反映，验收资料已提交但未说明复核依据，但到货验收结束后未组织专项复验即完成验收签认。,验收把关不严,开关柜,配电,到货验收,2025-10-14,运维二班,synthetic_v2
synthetic_v2_验收把关不严_0269,配电专业配电自动化终端在到货验收环节中，配电自动化终端隐蔽验收仅抽查部分见证资料便办理验收。,验收把关不严,配电自动化终端,配电,到货验收,2025-06-18,变电运维站,synthetic_v2
synthetic_v2_验收把关不严_0175,复核时发现，报告中已写明整改计划但未说明完成时间，但二次回路联动验收未覆盖关键见证点仍予放行。,验收把关不严,二次回路,二次设备,技改验收,2025-08-13,试验班,synthetic_v2
synthetic_v2_验收把关不严_0097,二次设备专业继电保护装置在定期检验环节中，继电保护装置投运验收未覆盖关键见证点仍予放行。,验收把关不严,继电保护装置,二次设备,,2025-06-15,继保班,synthetic_v2
synthetic_v2_记录台账不规范_0043,二次设备专业继电保护装置在定期检验环节中，继电保护装置核容试验已实施，但异常处置单关键信息缺失。,记录台账不规范,继电保护装置,二次设备,,2024-10-27,设备管理部,synthetic_v2
synthetic_v2_验收把关不严_0012,电缆线路预防性试验相关资料表面齐全，实际情况是：试验检测结束后未组织专项复验即完成验收签认。,验收把关不严,电缆线路,输电,试验检测,2025-11-15,营销运维班,synthetic_v2
synthetic_v2_记录台账不规范_0235,监督检查显示，验收资料已提交但未说明复核依据，但电能表验收问题清单缺少时间戳，无法支撑后续追溯。,记录台账不规范,电能表,营销,轮换验收,2024-12-20,变电运维站,synthetic_v2
synthetic_v2_验收把关不严_0178,架空线路联调联试相关资料表面齐全，实际情况是：架空线路隐蔽验收时未核对全量回路即出具通过意见。,验收把关不严,架空线路,输电,竣工验收,2024-03-08,变电运维站,synthetic_v2
synthetic_v2_记录台账不规范_0067,运维二班反馈，继电保护装置交接试验已实施，但操作记录关键信息缺失；同时报告中已写明整改计划但未说明完成时间。,记录台账不规范,继电保护装置,二次设备,定期检验,2025-11-16,运维二班,synthetic_v2
synthetic_v2_验收把关不严_0230,现场抽查发现，报告中已写明整改计划但未说明完成时间，但断路器联动验收未覆盖关键见证点仍予放行。,验收把关不严,断路器,一次设备,试验检测,2025-05-17,配电工程部,synthetic_v2
synthetic_v2_标准执行不到位_0245,配电工程部反馈，运行维护环节已安排检查，但现场仍以经验替代标准条款；同时相关台账已补录但未形成有效闭环。,标准执行不到位,,,运行维护,2024-02-19,配电工程部,synthetic_v2
synthetic_v2_验收把关不严_0041,二次设备专业直流系统在试验检测环节中，直流系统工程验收时未核对关键试验结果即出具通过意见。,验收把关不严,直流系统,二次设备,试验检测,2025-01-07,试验班,synthetic_v2
synthetic_v2_标准执行不到位_0087,断路器功能校验相关资料表面齐全，实际情况是：断路器见证点要求落实不到位，班组未完成新标准切换。,标准执行不到位,断路器,,试验检测,2024-10-18,变电运维站,synthetic_v2
synthetic_v2_试验检测缺失_0137,班组自查反映，架空线路交接试验执行到一半即结束，关键工况未覆盖。,试验检测缺失,架空线路,输电,竣工验收,2025-10-06,营销运维班,synthetic_v2
synthetic_v2_试验检测缺失_0025,输电专业电缆线路在试验检测环节中，电缆线路功能校验仅覆盖部分专项复验项，其余项目未见补测。,试验检测缺失,电缆线路,输电,试验检测,2025-08-19,输电运检室,synthetic_v2
synthetic_v2_记录台账不规范_0124,接地网局放检测相关资料表面齐全，实际情况是：接地网异常处置单缺少复验结论，无法支撑后续追溯。,记录台账不规范,接地网,土建,隐蔽验收,2025-05-22,设备检修部,synthetic_v2
synthetic_v2_验收把关不严_0076,现场抽查发现，配电自动化终端联动验收时未核对关键风险点即出具通过意见。,验收把关不严,,配电,,2025-09-17,输电运检室,synthetic_v2
synthetic_v2_记录台账不规范_0050,现场抽查发现，验收资料已提交但未说明复核依据，但电缆线路预防性试验已实施，但试验报告关键信息缺失。,记录台账不规范,电缆线路,输电,隐患排查,2025-11-04,检修中心,synthetic_v2
synthetic_v2_试验检测缺失_0008,监督检查显示，断路器联调联试记录已形成，但实测项目存在漏检漏试。,试验检测缺失,断路器,一次设备,缺陷处理,2024-04-03,设备检修部,synthetic_v2
synthetic_v2_验收把关不严_0118,现场抽查发现，现场人员表示后续计划补测，但主变压器联动验收时未核对见证资料即出具通过意见。,验收把关不严,,一次设备,试验检测,2024-05-25,试验班,synthetic_v2
synthetic_v2_记录台账不规范_0060,避雷器交接试验相关资料表面齐全，实际情况是：避雷器交接试验已实施，但验收问题清单关键信息缺失。,记录台账不规范,避雷器,一次设备,试验检测,2024-09-29,变电运维站,synthetic_v2
synthetic_v2_试验检测缺失_0223,断路器预防性试验相关资料表面齐全，实际情况是：断路器预防性试验执行到一半即结束，关键工况未覆盖。,试验检测缺失,断路器,,检修验收,2025-04-01,试验班,synthetic_v2
synthetic_v2_记录台账不规范_0044,继保班反馈，电能表试验报告与现场时间不一致，且未签字确认；同时班组口头说明此前一直按旧版要求执行。,记录台账不规范,电能表,营销,计划管理,2024-02-07,继保班,synthetic_v2
synthetic_v2_试验检测缺失_0095,监督检查显示，相关台账已补录但未形成有效闭环，但GIS设备预防性试验记录已形成，但实测项目存在漏检漏试。,试验检测缺失,GIS设备,一次设备,试验检测,2024-11-28,运检一班,synthetic_v2
synthetic_v2_试验检测缺失_0267,运检一班反馈，交接验收后GIS设备仍未补做联调联试；同时现场人员表示后续计划补测。,试验检测缺失,GIS设备,,交接验收,2024-01-10,运检一班,synthetic_v2
synthetic_v2_标准执行不到位_0129,现场抽查发现，报告中已写明整改计划但未说明完成时间，但二次回路并非未做工作，而是执行口径与现行标准不一致。,标准执行不到位,二次回路,二次设备,技改验收,2025-10-09,运维二班,synthetic_v2
synthetic_v2_标准执行不到位_0275,专项监督中发现，避雷器耐压试验虽已完成，但执行周期仍沿用旧版要求。,标准执行不到位,避雷器,一次设备,试验检测,2024-06-27,营销运维班,synthetic_v2
synthetic_v2_验收把关不严_0131,现场抽查发现，GIS设备相关资料虽已提交，但验收把关流于形式。,验收把关不严,GIS设备,,试验检测,2025-08-24,营销运维班,synthetic_v2
synthetic_v2_记录台账不规范_0160,检修中心反馈，交接验收形成的异常处置单存在漏填漏签问题；同时相关台账已补录但未形成有效闭环。,记录台账不规范,GIS设备,一次设备,交接验收,2025-09-10,检修中心,synthetic_v2
synthetic_v2_标准执行不到位_0255,一次设备专业主变压器在试验检测环节中，主变压器并非未做工作，而是执行口径与现行标准不一致。,标准执行不到位,主变压器,一次设备,试验检测,2025-09-27,设备检修部,synthetic_v2
synthetic_v2_验收把关不严_0137,设备管理部反馈，主变压器相关资料虽已提交，但验收把关流于形式；同时现场人员表示后续计划补测。,验收把关不严,,,状态监测,2025-01-12,设备管理部,synthetic_v2
synthetic_v2_试验检测缺失_0079,二次设备专业继电保护装置在定期检验环节中，继电保护装置预防性试验虽已立项，但关键项目实际未实施。,试验检测缺失,继电保护装置,二次设备,,2025-01-14,营销运维班,synthetic_v2
synthetic_v2_记录台账不规范_0114,设备检修部反馈，设备检修形成的原始记录存在漏填漏签问题；同时现场人员表示后续计划补测。,记录台账不规范,,一次设备,设备检修,2025-05-30,设备检修部,synthetic_v2
synthetic_v2_试验检测缺失_0085,电缆线路联调联试相关资料表面齐全，实际情况是：电缆线路联调联试仅覆盖部分图纸一致性，其余项目未见补测。,试验检测缺失,电缆线路,输电,隐患排查,2024-04-11,配电工程部,synthetic_v2
synthetic_v2_验收把关不严_0292,一次设备专业避雷器在试验检测环节中，避雷器工程验收仅抽查部分关键风险点便办理验收。,验收把关不严,避雷器,一次设备,,2025-06-21,设备检修部,synthetic_v2
synthetic_v2_记录台账不规范_0213,专项监督中发现，防误闭锁装置核容试验已实施，但试验报告关键信息缺失。,记录台账不规范,防误闭锁装置,二次设备,运行维护,2025-02-25,基建项目部,synthetic_v2
synthetic_v2_标准执行不到位_0284,二次设备专业继电保护装置在定期检验环节中，继电保护装置并非未做工作，而是执行口径与现行标准不一致。,标准执行不到位,继电保护装置,二次设备,定期检验,2025-09-10,营销运维班,synthetic_v2
synthetic_v2_验收把关不严_0211,断路器联调联试相关资料表面齐全，实际情况是：断路器隐蔽验收仅抽查部分见证资料便办理验收。,验收把关不严,断路器,一次设备,缺陷处理,2024-05-06,变电运维站,synthetic_v2
synthetic_v2_记录台账不规范_0237,接地网联调联试相关资料表面齐全，实际情况是：接地网联调联试已实施，但操作记录关键信息缺失。,记录台账不规范,接地网,,,2024-02-01,基建项目部,synthetic_v2
synthetic_v2_验收把关不严_0105,监督检查显示，验收资料已提交但未说明复核依据，但定期检验结束后未组织专项复验即完成验收签认。,验收把关不严,继电保护装置,二次设备,,2024-05-11,基建项目部,synthetic_v2
synthetic_v2_验收把关不严_0132,营销专业电能表在抽检监督环节中，抽检监督结束后未组织专项复验即完成验收签认。,验收把关不严,电能表,营销,抽检监督,2024-04-06,变电运维站,synthetic_v2
synthetic_v2_记录台账不规范_0047,二次设备专业继电保护装置在定期检验环节中，继电保护装置异常处置单与现场时间不一致，且未签字确认。,记录台账不规范,继电保护装置,二次设备,定期检验,2024-04-22,设备管理部,synthetic_v2
synthetic_v2_验收把关不严_0225,现场抽查发现，现场人员表示后续计划补测，但接地网检修验收仅抽查部分全量回路便办理验收。,验收把关不严,接地网,土建,隐蔽验收,2024-03-27,运维二班,synthetic_v2
synthetic_v2_试验检测缺失_0236,设备管理部反馈，直流系统耐压试验执行到一半即结束，关键工况未覆盖；同时现场人员表示后续计划补测。,试验检测缺失,直流系统,二次设备,试验检测,2025-07-07,设备管理部,synthetic_v2
synthetic_v2_验收把关不严_0130,二次设备专业防误闭锁装置在联调联试环节中，防误闭锁装置相关资料虽已提交，但验收把关流于形式。,验收把关不严,防误闭锁装置,二次设备,联调联试,2025-08-30,基建项目部,synthetic_v2
synthetic_v2_试验检测缺失_0295,复核时发现，断路器核容试验执行到一半即结束，关键工况未覆盖。,试验检测缺失,断路器,一次设备,,2024-05-19,继保班,synthetic_v2
synthetic_v2_试验检测缺失_0055,继保班反馈，继电保护装置核容试验仅覆盖部分见证资料，其余项目未见补测；同时验收资料已提交但未说明复核依据。,试验检测缺失,继电保护装置,二次设备,定期检验,2024-10-22,继保班,synthetic_v2
synthetic_v2_验收把关不严_0037,GIS设备功能校验相关资料表面齐全，实际情况是：GIS设备工程验收未覆盖关键见证点仍予放行。,验收把关不严,GIS设备,一次设备,,2024-11-13,基建项目部,synthetic_v2
synthetic_v2_验收把关不严_0093,输电专业电缆线路在隐患排查环节中，电缆线路相关资料虽已提交，但验收把关流于形式。,验收把关不严,电缆线路,输电,隐患排查,2024-08-21,继保班,synthetic_v2
synthetic_v2_试验检测缺失_0227,班组自查反映，验收资料已提交但未说明复核依据，但主变压器功能校验记录已形成，但实测项目存在漏检漏试。,试验检测缺失,,,状态监测,2024-12-26,营销运维班,synthetic_v2
synthetic_v2_标准执行不到位_0025,专项监督中发现，班组口头说明此前一直按旧版要求执行，但开关柜相关工作已开展，但见证点要求未按现行标准执行。,标准执行不到位,开关柜,配电,投运验收,2025-05-25,继保班,synthetic_v2
synthetic_v2_记录台账不规范_0075,检修中心反馈，开关柜交接试验已实施，但异常处置单关键信息缺失；同时验收资料已提交但未说明复核依据。,记录台账不规范,开关柜,配电,交接验收,2024-09-19,检修中心,synthetic_v2
synthetic_v2_验收把关不严_0216,运检一班反馈，开关柜工程验收未覆盖关键见证点仍予放行；同时报告中已写明整改计划但未说明完成时间。,验收把关不严,开关柜,配电,交接验收,2024-03-05,运检一班,synthetic_v2
synthetic_v2_标准执行不到位_0190,电缆线路功能校验相关资料表面齐全，实际情况是：电缆线路判定口径落实不到位，班组未完成新标准切换。,标准执行不到位,电缆线路,,检修验收,2025-11-10,配电工程部,synthetic_v2
synthetic_v2_记录台账不规范_0036,专项监督中发现，主变压器操作记录与现场时间不一致，且未签字确认。,记录台账不规范,主变压器,一次设备,,2025-08-12,营销运维班,synthetic_v2
synthetic_v2_标准执行不到位_0124,专项监督中发现，主变压器相关工作已开展，但执行周期未按现行标准执行。,标准执行不到位,主变压器,一次设备,大修验收,2024-07-01,试验班,synthetic_v2
synthetic_v2_记录台账不规范_0216,专项监督中发现，验收资料已提交但未说明复核依据，但接地网异常处置单与现场时间不一致，且未签字确认。,记录台账不规范,接地网,土建,现场检查,2024-08-03,设备管理部,synthetic_v2
synthetic_v2_标准执行不到位_0182,现场抽查发现，相关台账已补录但未形成有效闭环，但主变压器判定口径落实不到位，班组未完成新标准切换。,标准执行不到位,主变压器,一次设备,试验检测,2024-05-01,配电工程部,synthetic_v2
